ORDER_ID,CUSTOMER_ID,PROD_ID,TRANSACTION_DATE,UNITS,MOBILE NUMBER,CUSTOMER_NAME,DOB,STATE_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRICE,SALES
2491,533,50,2019-12-04 00:00:00,8,1000033167,Sung Pak,1972-02-01 00:00:00,QLD,VEGETABLES,ONION POTATO AND TOMATO,TOMATO GREEN,36,288
2492,350,72,2019-11-27 00:00:00,8,1000032983,Paul Stevenson,1978-10-05 00:00:00,WA,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,312
2493,406,63,2019-03-28 00:00:00,10,1000033040,Carlos Soltero,1967-08-15 00:00:00,VIC,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,590
2494,308,51,2019-06-09 00:00:00,10,1000032941,John Castell,1963-12-03 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,320
2495,321,130,2019-07-18 00:00:00,2,1000032954,David Kendrick,1954-10-23 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,200
2496,190,69,2019-10-24 00:00:00,1,1000032810,Anne Pryor,1983-02-27 00:00:00,WA,VEGETABLES,SEASONAL VEGETABLES,coconut,30,30
2497,18,30,2019-12-11 00:00:00,6,1000032564,Jim Sink,1948-07-20 00:00:00,NSW,VEGETABLES,EXOTIC VEGETABLES,HERB THYME,20,120
2498,182,175,2019-03-01 00:00:00,7,1000032789,Mary Zewe,1967-08-31 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA PUDDING CUP JELLY 80 GM (PACK OF 6),139,973
2499,593,156,2019-08-09 00:00:00,9,1000033227,Guy Thornton,1946-03-11 00:00:00,NSW,CHOCOLATES AND SWEETS,CANDIES,TIC TAC STRAWBERRY MIX MINTS 13.1 GM,20,180
2500,498,3,2019-07-21 00:00:00,1,1000033132,Mark Haberlin,1976-06-05 00:00:00,QLD,VEGETABLES,BEANS,COW PEAS(BORA BEANS),59,59
2501,358,24,2019-12-23 00:00:00,3,1000032991,Scot Coram,1977-01-04 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,57
2502,87,90,2019-12-02 00:00:00,1,1000032633,Nick Zandusky,1966-11-18 00:00:00,NT,FRUITS,CITRUS_FRUITS,sweet Tamarind(250gm),89,89
2503,327,86,2019-10-22 00:00:00,2,1000032960,Mike Gockenbach,1968-11-20 00:00:00,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,170
2504,282,19,2019-08-01 00:00:00,8,1000032915,Maribeth Schnelling,1954-11-18 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (KHEERA),39,312
2505,593,116,2019-07-18 00:00:00,5,1000033227,Guy Thornton,1946-03-11 00:00:00,NSW,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE LOLLIPOP 40 GM (ASSORTED PACK),30,150
2506,353,161,2019-11-19 00:00:00,4,1000032986,Dean percer,1958-05-20 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,896
2507,460,128,2019-05-01 00:00:00,4,1000033094,Hilary Holden,1962-07-17 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO MANGO FRUIT CHEWS 150 GM,49,196
2508,304,118,2019-11-04 00:00:00,7,1000032937,Melanie Seite,1964-05-20 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,CENTER FRUIT CHEWING GUM 27.2 GM,10,70
2509,104,171,2019-06-02 00:00:00,3,1000032650,Sarah Brown,1954-04-07 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,150
2510,86,20,2019-07-23 00:00:00,8,1000032632,Lindsay Williams,1932-03-14 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (FRENCH),44,352
2511,557,111,2019-05-01 00:00:00,5,1000033191,Frank Olsen,1980-04-24 00:00:00,QLD,FRUITS,SEASONAL FRUITS,pomigranate kesar,99,495
2512,543,176,2019-01-21 00:00:00,6,1000033177,Parhena Norris,1977-04-30 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA PURE LYCHEE JELLY 25 GM,99,594
2513,386,55,2019-02-17 00:00:00,2,1000033020,Art Ferguson,1950-07-28 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,sprouted beans mathki(200gm),32,64
2514,453,76,2019-05-22 00:00:00,6,1000033087,Matt Collins,1988-02-22 00:00:00,QLD,FRUITS,APPLE,red delicious,159,954
2515,408,162,2019-02-11 00:00:00,1,1000033042,Laurel Workman,1953-04-25 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,CAVENDISH & HARVEY BARLEY SUGAR DROPS 200 GM,225,225
2516,586,63,2019-11-15 00:00:00,7,1000033220,Max Ludwig,1970-04-16 00:00:00,QLD,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,413
2517,220,119,2019-12-21 00:00:00,1,1000032853,Brosina Hoffman,1948-04-22 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BELT 57.6 GM,30,30
2518,119,27,2019-08-19 00:00:00,2,1000032665,Don Jones,1953-02-27 00:00:00,QLD,VEGETABLES,EXOTIC VEGETABLES,CHERRY TOMATO PACK,30,60
2519,150,113,2019-10-19 00:00:00,9,1000032728,Cindy Stewart,1949-12-13 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD STRAWBERRY CANDY 30.6 GM (STICK),20,180
2520,233,95,2019-02-12 00:00:00,6,1000032866,Speros Goranitis,1966-05-11 00:00:00,SA,FRUITS,IMPORTED_FRUITS,baby kiwi,89,534
2521,451,131,2019-06-02 00:00:00,5,1000033085,Joni Wasserman,1940-11-06 00:00:00,NSW,CHOCOLATES AND SWEETS,CANDIES,MENTOS MINT STICK 31.2 GM,15,75
2522,82,68,2019-02-04 00:00:00,8,1000032628,Alejandro Ballentine,1974-03-01 00:00:00,NSW,VEGETABLES,SEASONAL VEGETABLES,cauliflower,29,232
2523,523,104,2019-06-19 00:00:00,5,1000033157,Ben Wallace,1966-03-25 00:00:00,QLD,FRUITS,SEASONAL FRUITS,custard apple,139,695
2524,250,133,2019-04-13 00:00:00,7,1000032883,Brendan Dodson,1955-05-10 00:00:00,VIC,CHOCOLATES AND SWEETS,CANDIES,MENTOS PURE FRESH MINT SUGARFREE GUM 56 GM,100,700
2525,477,163,2019-05-06 00:00:00,5,1000033111,Richard Bierner,1943-06-06 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,250
2526,63,19,2019-03-13 00:00:00,2,1000032609,Denny Blanton,1931-10-24 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (KHEERA),39,78
2527,148,27,2019-11-28 00:00:00,7,1000032725,Andrew Allen,1976-06-14 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,CHERRY TOMATO PACK,30,210
2528,379,51,2019-03-09 00:00:00,3,1000033013,Luke Schmidt,1959-10-12 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,96
2529,533,178,2019-01-19 00:00:00,9,1000033167,Sung Pak,1972-02-01 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,2475
2530,470,169,2019-01-21 00:00:00,4,1000033104,Clay Rozendal,1986-07-08 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,200
2531,298,18,2019-12-01 00:00:00,9,1000032931,Greg Guthrie,1950-07-16 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (DESI KHEERA),34,306
2532,544,164,2019-03-02 00:00:00,5,1000033178,Stuart Calhoun,1990-05-19 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,FOX'S CRYSTAL CLEAR FRUITS FLAVOURED CANDY 90 GM,47,235
2533,362,45,2019-06-26 00:00:00,7,1000032995,Adam Shillingsburg,1983-08-14 00:00:00,QLD,VEGETABLES,MUSHROOMS,BUTTON MUSHROOM,35,245
2534,304,71,2019-01-18 00:00:00,1,1000032937,Melanie Seite,1964-05-20 00:00:00,WA,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,69
2535,155,73,2019-12-10 00:00:00,9,1000032749,Jason Fortune-,1984-04-23 00:00:00,NSW,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,351
2536,472,154,2019-06-20 00:00:00,8,1000033106,Hallie Redmond,1970-01-03 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,80
2537,533,7,2019-08-04 00:00:00,9,1000033167,Sung Pak,1972-02-01 00:00:00,QLD,VEGETABLES,BRINJAL,PURPLE STRIPED BRINJAL (BAINGAN DHARIDAR),48,432
2538,388,62,2019-03-22 00:00:00,8,1000033022,Brendan Murry,1958-09-12 00:00:00,WA,VEGETABLES,ROOTY VEGETABLES,delhi carrot,49,392
2539,145,24,2019-01-27 00:00:00,9,1000032716,Hunter Glantz,1983-07-15 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,171
2540,264,42,2019-05-01 00:00:00,8,1000032897,Elizabeth Moffitt,1940-05-23 00:00:00,WA,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,120
2541,2,60,2019-09-05 00:00:00,7,1000032548,Justin Ritter,1974-07-15 00:00:00,WA,VEGETABLES,ROOTY VEGETABLES,carrot regular,49,343
2542,72,65,2019-06-18 00:00:00,3,1000032618,Laura Armstrong,1974-05-13 00:00:00,NSW,VEGETABLES,ROOTY VEGETABLES,yan(Rataaloo),49,147
2543,124,35,2019-12-22 00:00:00,6,1000032670,Paul Van Hugh,1981-06-25 00:00:00,WA,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,60
2544,526,161,2019-02-16 00:00:00,1,1000033160,Steven Cartwright,1976-05-20 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,224
2545,343,123,2019-01-10 00:00:00,2,1000032976,Larry Tron,1980-06-23 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,40
2546,265,56,2019-05-21 00:00:00,2,1000032898,Bryan Spruell,1939-12-15 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,sprouted mixed beans ankruti daane (200gm),32,64
2547,17,65,2019-06-10 00:00:00,1,1000032563,Patrick Jones,1965-07-10 00:00:00,QLD,VEGETABLES,ROOTY VEGETABLES,yan(Rataaloo),49,49
2548,34,50,2019-08-11 00:00:00,5,1000032580,Nora Preis,1949-02-06 00:00:00,SA,VEGETABLES,ONION POTATO AND TOMATO,TOMATO GREEN,36,180
2549,128,109,2019-10-24 00:00:00,9,1000032674,Mike Pelletier,1970-04-22 00:00:00,WA,FRUITS,SEASONAL FRUITS,sun melon,48,432
2550,187,155,2019-12-08 00:00:00,6,1000032804,Karen Seio,1959-02-11 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,60
2551,186,138,2019-01-27 00:00:00,2,1000032803,Mick Hernandez,1954-06-27 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM PINEAPPLE SNACK 135 GM,100,200
2552,346,170,2019-03-22 00:00:00,7,1000032979,Sally Hughsby,1939-06-25 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE KISMI TOFFEE 314 GM,50,350
2553,457,110,2019-10-12 00:00:00,7,1000033091,Paul Gonzalez,1941-01-26 00:00:00,QLD,FRUITS,SEASONAL FRUITS,tender coconut(1 Nos),32,224
2554,2,166,2019-08-07 00:00:00,8,1000032548,Justin Ritter,1974-07-15 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,MALA'S LITCHI MELTIES 300 GM,69,552
2555,476,34,2019-01-02 00:00:00,6,1000033110,Angele Hood,1964-05-31 00:00:00,QLD,VEGETABLES,EXOTIC VEGETABLES,RED CAPCICUM (LAL SHIMLA MIRCH),149,894
2556,537,167,2019-12-11 00:00:00,4,1000033171,Steve Nguyen,1956-02-02 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS ASSORTED CANDIES 156 GM,50,200
2557,472,143,2019-12-17 00:00:00,4,1000033106,Hallie Redmond,1970-01-03 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON PAN PASAND GOLD CANDY 200 GM,50,200
2558,152,125,2019-10-11 00:00:00,8,1000032736,Tom Ashbrook,1971-01-06 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,160
2559,374,23,2019-06-20 00:00:00,7,1000033008,Keith Herrera,1962-07-22 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,AMERICAN SWEET CORN (BHUTTA),18,126
2560,362,63,2019-07-07 00:00:00,2,1000032995,Adam Shillingsburg,1983-08-14 00:00:00,QLD,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,118
2561,278,19,2019-07-25 00:00:00,4,1000032911,Shirley Jackson,1955-10-13 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (KHEERA),39,156
2562,406,121,2019-05-12 00:00:00,5,1000033040,Carlos Soltero,1967-08-15 00:00:00,VIC,CHOCOLATES AND SWEETS,CANDIES,FRUITELLA ORANGE CANDY 36 GM (STICK),30,150
2563,196,153,2019-01-15 00:00:00,7,1000032827,Joseph Airdo,1983-02-21 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC MINTENSITY MINTS 15 GM,15,105
2564,180,67,2019-01-07 00:00:00,9,1000032786,Ken Black,1951-11-10 00:00:00,WA,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,504
2565,503,71,2019-11-18 00:00:00,7,1000033137,Susan Gilcrest,1975-05-05 00:00:00,QLD,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,483
2566,300,148,2019-07-26 00:00:00,6,1000032933,Brian Stugart,1970-02-03 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 90),100,600
2567,469,109,2019-02-20 00:00:00,4,1000033103,Benjamin Farhat,1949-07-28 00:00:00,QLD,FRUITS,SEASONAL FRUITS,sun melon,48,192
2568,220,125,2019-10-03 00:00:00,3,1000032853,Brosina Hoffman,1948-04-22 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,60
2569,107,60,2019-11-21 00:00:00,4,1000032653,Odella Nelson,1953-07-06 00:00:00,SA,VEGETABLES,ROOTY VEGETABLES,carrot regular,49,196
2570,533,6,2019-05-02 00:00:00,10,1000033167,Sung Pak,1972-02-01 00:00:00,QLD,VEGETABLES,BRINJAL,NAGPURE BRINJAL (BAINGAN),48,480
2571,429,167,2019-03-10 00:00:00,10,1000033063,Clytie Kelty,1960-01-01 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS ASSORTED CANDIES 156 GM,50,500
2572,168,24,2019-12-28 00:00:00,5,1000032768,Grace Kelly,1956-08-04 00:00:00,SA,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,95
2573,218,27,2019-03-07 00:00:00,4,1000032851,Meg Tillman,1977-10-26 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,CHERRY TOMATO PACK,30,120
2574,412,141,2019-02-20 00:00:00,8,1000033046,Xylona Preis,1949-01-13 00:00:00,VIC,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,80
2575,287,121,2019-11-18 00:00:00,6,1000032920,Barry Gonzalez,1978-05-18 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,FRUITELLA ORANGE CANDY 36 GM (STICK),30,180
2576,470,98,2019-11-01 00:00:00,3,1000033104,Clay Rozendal,1986-07-08 00:00:00,QLD,FRUITS,IMPORTED_FRUITS,imported kiwi eaches,39,117
2577,573,117,2019-05-06 00:00:00,4,1000033207,Christine Sundaresam,1952-08-21 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE STRAWBERRY JUZT JELLY 62.9 GM,20,80
2578,256,33,2019-05-09 00:00:00,6,1000032889,Ted Butterfield,1942-01-20 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,RED CABBAGE (LAL PATTA GOBHI),99,594
2579,271,36,2019-09-10 00:00:00,9,1000032904,Duane Benoit,1972-05-07 00:00:00,WA,VEGETABLES,LEAFY VEGETABLES,CORIANDER (DHANIA PATTA),10,90
2580,598,171,2019-02-03 00:00:00,2,1000033232,Jas O'Carroll,1984-06-03 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,100
2581,401,169,2019-08-17 00:00:00,3,1000033035,Valerie Takahito,1961-05-26 00:00:00,VIC,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,150
2582,30,104,2019-01-26 00:00:00,5,1000032576,Rick Reed,1966-12-14 00:00:00,QLD,FRUITS,SEASONAL FRUITS,custard apple,139,695
2583,548,96,2019-05-16 00:00:00,10,1000033182,Alyssa Crouse,1960-12-01 00:00:00,QLD,FRUITS,IMPORTED_FRUITS,dragon fruit,65,650
2584,185,37,2019-03-04 00:00:00,9,1000032800,Sean Christensen,1951-03-30 00:00:00,WA,VEGETABLES,LEAFY VEGETABLES,CURRY LEAVES,5,45
2585,60,93,2019-05-13 00:00:00,6,1000032606,Keith Dawkins,1970-08-08 00:00:00,NSW,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,234
2586,425,88,2019-06-02 00:00:00,2,1000033059,Eric Barreto,1977-04-06 00:00:00,QLD,FRUITS,CITRUS_FRUITS,pineapple,59,118
2587,230,115,2019-10-25 00:00:00,8,1000032863,Tony Molinari,1958-05-09 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,240
2588,265,7,2019-02-12 00:00:00,7,1000032898,Bryan Spruell,1939-12-15 00:00:00,WA,VEGETABLES,BRINJAL,PURPLE STRIPED BRINJAL (BAINGAN DHARIDAR),48,336
2589,100,178,2019-03-28 00:00:00,5,1000032646,Valerie Mitchum,1977-02-28 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,1375
2590,189,48,2019-04-06 00:00:00,6,1000032809,Christy Brittain,1957-09-13 00:00:00,WA,VEGETABLES,ONION POTATO AND TOMATO,SAMBHAR ONION - PYAAZ,229,1374
2591,481,59,2019-10-27 00:00:00,6,1000033115,Liz Thompson,1969-04-13 00:00:00,QLD,VEGETABLES,ROOTY VEGETABLES,beetroot,48,288
2592,132,76,2019-11-05 00:00:00,10,1000032679,Greg Matthias,1963-03-13 00:00:00,WA,FRUITS,APPLE,red delicious,159,1590
2593,327,91,2019-06-19 00:00:00,2,1000032960,Mike Gockenbach,1968-11-20 00:00:00,WA,FRUITS,CITRUS_FRUITS,white guava,59,118
2594,444,136,2019-02-15 00:00:00,6,1000033078,Darren Budd,1956-07-18 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY OATS & CHOCOLATE GRANOLA BAR 21 GM,25,150
2595,326,165,2019-06-03 00:00:00,5,1000032959,Ruben Ausman,1952-01-04 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,MALA'S ASSORTED MELTIES 300 GM,69,345
2596,159,81,2019-02-26 00:00:00,3,1000032758,Christine Phan,1977-08-22 00:00:00,SA,FRUITS,BANANA,robust,26,78
2597,161,69,2019-07-18 00:00:00,9,1000032760,Nat Carroll,1953-06-04 00:00:00,SA,VEGETABLES,SEASONAL VEGETABLES,coconut,30,270
2598,439,174,2019-09-25 00:00:00,7,1000033073,Emily Grady,1983-06-27 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,413
2599,165,91,2019-04-04 00:00:00,9,1000032764,James Galang,1989-07-20 00:00:00,SA,FRUITS,CITRUS_FRUITS,white guava,59,531
2600,181,95,2019-07-09 00:00:00,10,1000032788,Eleni McCrary,1958-06-19 00:00:00,VIC,FRUITS,IMPORTED_FRUITS,baby kiwi,89,890
2601,494,161,2019-07-20 00:00:00,4,1000033128,Debra Catini,1941-11-17 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,896
2602,268,15,2019-01-21 00:00:00,10,1000032901,Pauline Chand,1971-02-02 00:00:00,WA,VEGETABLES,CUCUMBER AND GOURDS,BITTER GOURD (KARELA),44,440
2603,473,116,2019-12-25 00:00:00,7,1000033107,Cyma Kinney,1946-01-07 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE LOLLIPOP 40 GM (ASSORTED PACK),30,210
2604,460,159,2019-10-09 00:00:00,6,1000033094,Hilary Holden,1962-07-17 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY 156.4 GM,50,300
2605,586,53,2019-05-10 00:00:00,3,1000033220,Max Ludwig,1970-04-16 00:00:00,QLD,VEGETABLES,SPROUTS AND PEAS,green sprouts(hara chana 250gm),32,96
2606,203,51,2019-11-14 00:00:00,1,1000032836,Emily Phan,1948-10-12 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,32
2607,120,61,2019-10-01 00:00:00,3,1000032666,Alyssa Tate,1973-01-04 00:00:00,NT,VEGETABLES,ROOTY VEGETABLES,colocasia small pack,68,204
2608,522,90,2019-07-11 00:00:00,5,1000033156,Alejandro Grove,1975-07-09 00:00:00,QLD,FRUITS,CITRUS_FRUITS,sweet Tamarind(250gm),89,445
2609,523,12,2019-02-28 00:00:00,4,1000033157,Ben Wallace,1966-03-25 00:00:00,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,INDIAN GARLIC (LEHSUN),229,916
2610,477,26,2019-09-07 00:00:00,7,1000033111,Richard Bierner,1943-06-06 00:00:00,QLD,VEGETABLES,EXOTIC VEGETABLES,CELERY (AJWAIN),149,1043
2611,368,167,2019-06-28 00:00:00,2,1000033001,Tom Stivers,1931-12-31 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS ASSORTED CANDIES 156 GM,50,100
2612,553,12,2019-10-23 00:00:00,2,1000033187,Joni Blumstein,1961-12-02 00:00:00,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,INDIAN GARLIC (LEHSUN),229,458
2613,203,165,2019-03-14 00:00:00,6,1000032836,Emily Phan,1948-10-12 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,MALA'S ASSORTED MELTIES 300 GM,69,414
2614,485,84,2019-05-09 00:00:00,9,1000033119,Russell Applegate,1956-09-27 00:00:00,QLD,FRUITS,CITRUS_FRUITS,jujube(ber),35,315
2615,284,176,2019-12-15 00:00:00,3,1000032917,Robert Marley,1985-07-26 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA PURE LYCHEE JELLY 25 GM,99,297
2616,299,98,2019-01-15 00:00:00,2,1000032932,Brad Norvell,1971-02-13 00:00:00,WA,FRUITS,IMPORTED_FRUITS,imported kiwi eaches,39,78
2617,547,115,2019-09-08 00:00:00,10,1000033181,Tonja Turnell,1970-04-03 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,300
2618,360,56,2019-01-26 00:00:00,10,1000032993,Bill Stewart,1957-11-16 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,sprouted mixed beans ankruti daane (200gm),32,320
2619,11,147,2019-11-21 00:00:00,3,1000032557,Anthony Jacobs,1984-12-26 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 100),100,300
2620,392,178,2019-01-25 00:00:00,6,1000033026,Arthur Gainer,1959-11-11 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,1650
2621,40,162,2019-02-21 00:00:00,9,1000032586,Joy Bell-,1986-02-07 00:00:00,NSW,CHOCOLATES AND SWEETS,CANDIES,CAVENDISH & HARVEY BARLEY SUGAR DROPS 200 GM,225,2025
2622,134,11,2019-05-23 00:00:00,6,1000032681,Bart Watters,1975-08-07 00:00:00,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GINGER(ADRAKH),99,594
2623,111,40,2019-11-08 00:00:00,7,1000032657,Adrian Barton,1969-07-04 00:00:00,SA,VEGETABLES,LEAFY VEGETABLES,GREEN AMARANTHUS (HARI CHAULAEE),15,105
2624,496,46,2019-08-02 00:00:00,10,1000033130,Jay Kimmel,1943-12-21 00:00:00,QLD,VEGETABLES,ONION POTATO AND TOMATO,ONION (PYAZ),295,2950
2625,246,116,2019-01-01 00:00:00,9,1000032879,Ross Baird,1956-05-08 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE LOLLIPOP 40 GM (ASSORTED PACK),30,270
2626,350,137,2019-05-10 00:00:00,3,1000032983,Paul Stevenson,1978-10-05 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,300
2627,437,151,2019-12-27 00:00:00,5,1000033071,Andrew Roberts,1951-08-30 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,125
2628,333,88,2019-01-16 00:00:00,10,1000032966,Luke Weiss,1967-02-16 00:00:00,WA,FRUITS,CITRUS_FRUITS,pineapple,59,590
2629,550,137,2019-12-08 00:00:00,5,1000033184,Toby Ritter,1984-04-04 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,500
2630,56,80,2019-02-23 00:00:00,3,1000032602,Guy Phonely,1970-10-14 00:00:00,NSW,FRUITS,BANANA,banana red,99,297
2631,386,115,2019-05-14 00:00:00,4,1000033020,Art Ferguson,1950-07-28 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,120
2632,283,156,2019-10-08 00:00:00,4,1000032916,Nora Pelletier,1974-09-21 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC STRAWBERRY MIX MINTS 13.1 GM,20,80
2633,500,130,2019-05-08 00:00:00,3,1000033134,Pauline Webber,1974-11-26 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,300
2634,68,4,2019-02-15 00:00:00,2,1000032614,Dianna Wilson,1973-07-05 00:00:00,NSW,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,136
2635,253,174,2019-06-25 00:00:00,1,1000032886,Cynthia Arntzen,1950-07-01 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,59
